,Lat,Lon,Depth,pred_mean,pred_sd
0,-78.00767629560626,-106.08058010015438,0.0,0.36176367792464875,0.02626258477952263
1,-78.00767629560626,-106.08058010015438,0.02,0.3631519608995997,0.026269907120125016
2,-78.00767629560626,-106.08058010015438,0.04,0.3645421104317795,0.026209897209218014
3,-78.00767629560626,-106.08058010015438,0.06,0.3659341008376657,0.026200851022899933
4,-78.00767629560626,-106.08058010015438,0.08,0.3673279061396789,0.026157432100597015
5,-78.00767629560626,-106.08058010015438,0.1,0.36872350035162477,0.026124622601942486
6,-78.00767629560626,-106.08058010015438,0.12,0.3701208574133049,0.0261183712867587
7,-78.00767629560626,-106.08058010015438,0.14,0.3715199508599865,0.02607111777366581
8,-78.00767629560626,-106.08058010015438,0.16,0.37292075435585437,0.026046847475540275
9,-78.00767629560626,-106.08058010015438,0.18,0.37432324116364885,0.026026217824473234
10,-78.00767629560626,-106.08058010015438,0.2,0.37572738464479327,0.02602125673096089
11,-78.00767629560626,-106.08058010015438,0.22,0.3771331578926276,0.02600577372087289
12,-78.00767629560626,-106.08058010015438,0.24,0.378540533853042,0.025983595794097755
13,-78.00767629560626,-106.08058010015438,0.26,0.37994948542642015,0.0259418820477457
14,-78.00767629560626,-106.08058010015438,0.28,0.38135998527885784,0.02594823031733623
15,-78.00767629560626,-106.08058010015438,0.3,0.3827720059975508,0.02593264393801985
16,-78.00767629560626,-106.08058010015438,0.32,0.38418552000503375,0.025919240516633184
17,-78.00767629560626,-106.08058010015438,0.34,0.3856004997002951,0.025908643343373696
18,-78.00767629560626,-106.08058010015438,0.36,0.38701691720851744,0.025874200097173807
19,-78.00767629560626,-106.08058010015438,0.38,0.3884347446426974,0.025866192396593702
20,-78.00767629560626,-106.08058010015438,0.4,0.389853954017221,0.02586505407676843
21,-78.00767629560626,-106.08058010015438,0.42,0.39127451708550365,0.025871966642862263
22,-78.00767629560626,-106.08058010015438,0.44,0.39269640557095914,0.025864833519750403
23,-78.00767629560626,-106.08058010015438,0.46,0.3941195911354767,0.025868379952666932
24,-78.00767629560626,-106.08058010015438,0.48,0.39554404530439646,0.02586777337844249
25,-78.00767629560626,-106.08058010015438,0.5,0.3969697393708306,0.025856862433888052
26,-78.00767629560626,-106.08058010015438,0.52,0.39725857504161666,0.025840628599559018
27,-78.00767629560626,-106.08058010015438,0.54,0.39754745130737973,0.025844522568820832
28,-78.00767629560626,-106.08058010015438,0.56,0.397836367871952,0.025818243015656096
29,-78.00767629560626,-106.08058010015438,0.58,0.3981253242093146,0.025808393702706663
30,-78.00767629560626,-106.08058010015438,0.6,0.39841431991446746,0.0257948978134994
31,-78.00767629560626,-106.08058010015438,0.62,0.39870335468106416,0.02579183779648328
32,-78.00767629560626,-106.08058010015438,0.64,0.39899242801145984,0.025782195024331385
33,-78.00767629560626,-106.08058010015438,0.66,0.39928153951786177,0.025788354979645125
34,-78.00767629560626,-106.08058010015438,0.68,0.39957068882678753,0.025778672649806614
35,-78.00767629560626,-106.08058010015438,0.7000000000000001,0.39985987544494567,0.025773868995138945
36,-78.00767629560626,-106.08058010015438,0.72,0.4001490990832048,0.025764387217631468
37,-78.00767629560626,-106.08058010015438,0.74,0.4004383591394264,0.025738651756410862
38,-78.00767629560626,-106.08058010015438,0.76,0.40072765541074623,0.025746969613005644
39,-78.00767629560626,-106.08058010015438,0.78,0.4010169874151213,0.02574203577570722
40,-78.00767629560626,-106.08058010015438,0.8,0.40130635469157583,0.025737266292889555
41,-78.00767629560626,-106.08058010015438,0.8200000000000001,0.40159575685746673,0.025742541310621345
42,-78.00767629560626,-106.08058010015438,0.84,0.401885193497708,0.02572240123567528
43,-78.00767629560626,-106.08058010015438,0.86,0.40217466423358456,0.02573360437089034
44,-78.00767629560626,-106.08058010015438,0.88,0.4024641686113804,0.02572477319438131
45,-78.00767629560626,-106.08058010015438,0.9,0.40275370623847356,0.025730154064014025
46,-78.00767629560626,-106.08058010015438,0.92,0.4030432766763212,0.025735697559615498
47,-78.00767629560626,-106.08058010015438,0.94,0.40333287956536495,0.0257290433398521
48,-78.00767629560626,-106.08058010015438,0.96,0.403622514393479,0.02573510745183369
49,-78.00767629560626,-106.08058010015438,0.98,0.4039121809178597,0.025744338956345873
50,-78.00767629560626,-106.08058010015438,1.0,0.4042018785344507,0.025735874959964506
51,-78.00767629560626,-106.08058010015438,1.02,0.4052307802396732,0.025744068814393065
52,-78.00767629560626,-106.08058010015438,1.04,0.4062602389230946,0.025712431831735123
53,-78.00767629560626,-106.08058010015438,1.06,0.40729024265477937,0.025701303132266335
54,-78.00767629560626,-106.08058010015438,1.08,0.40832077927983423,0.02565748819859105
55,-78.00767629560626,-106.08058010015438,1.1,0.4093518368828116,0.025647786568470686
56,-78.00767629560626,-106.08058010015438,1.12,0.4103834032895789,0.025643776725831312
57,-78.00767629560626,-106.08058010015438,1.14,0.4114154664273998,0.02563913950444053
58,-78.00767629560626,-106.08058010015438,1.16,0.41244801412347104,0.02562117896350206
59,-78.00767629560626,-106.08058010015438,1.18,0.4134810342988495,0.025615383381876966
60,-78.00767629560626,-106.08058010015438,1.2,0.41451451464588235,0.025596818593758147
61,-78.00767629560626,-106.08058010015438,1.22,0.41554844310605193,0.025596360101660012
62,-78.00767629560626,-106.08058010015438,1.24,0.416582807363856,0.025583771827203235
63,-78.00767629560626,-106.08058010015438,1.26,0.41761759513371255,0.025589252871863113
64,-78.00767629560626,-106.08058010015438,1.28,0.4186527942587194,0.025561500193837176
65,-78.00767629560626,-106.08058010015438,1.3,0.41968839231929134,0.025571822511692432
66,-78.00767629560626,-106.08058010015438,1.32,0.4207243770488711,0.025574589298183348
67,-78.00767629560626,-106.08058010015438,1.34,0.42176073612154374,0.02557780205029646
68,-78.00767629560626,-106.08058010015438,1.36,0.42279745719764394,0.02555758525195468
69,-78.00767629560626,-106.08058010015438,1.38,0.4238345278488365,0.025573606098921044
70,-78.00767629560626,-106.08058010015438,1.4,0.424871935753207,0.025570137019769446
71,-78.00767629560626,-106.08058010015438,1.42,0.4259096684761408,0.025559531504605743
72,-78.00767629560626,-106.08058010015438,1.44,0.4269477136017535,0.02557155846814804
73,-78.00767629560626,-106.08058010015438,1.46,0.4279860586467641,0.025571675296390393
74,-78.00767629560626,-106.08058010015438,1.48,0.42902469124015746,0.02556714120899787
75,-78.00767629560626,-106.08058010015438,1.5,0.43006359877569267,0.02558523248051913
76,-78.00767629560626,-106.08058010015438,1.52,0.4303700303529469,0.025596365079377945
77,-78.00767629560626,-106.08058010015438,1.54,0.43067647128267444,0.025577221564758123
78,-78.00767629560626,-106.08058010015438,1.56,0.4309829210835911,0.025572313399051062
79,-78.00767629560626,-106.08058010015438,1.58,0.4312893792335562,0.02556823777408431
80,-78.00767629560626,-106.08058010015438,1.6,0.4315958451339799,0.02557096060783033
81,-78.00767629560626,-106.08058010015438,1.62,0.43190231832425485,0.02556935058107136
82,-78.00767629560626,-106.08058010015438,1.64,0.4322087982305612,0.025563482525700388
83,-78.00767629560626,-106.08058010015438,1.66,0.4325152843684381,0.02555731226045449
84,-78.00767629560626,-106.08058010015438,1.68,0.4328217761520648,0.025567331250118345
85,-78.00767629560626,-106.08058010015438,1.7,0.4331282730451665,0.02554366715501656
86,-78.00767629560626,-106.08058010015438,1.72,0.4334347745373102,0.02554882936290325
